ISBN,Title,Author,Genre,Publication Year,Copies Available,Acquisition Date,Status,ISBN_valid
9780452282322,Inverse systemic data-warehouse,Dr Conor Knowles,Fiction,1963,0,2023-01-14,Damaged,True
9780496577583,Front-line secondary definition,Ms Elizabeth King,Reference,2010,6,2020-09-29,Reserved,True
9781064123157,Grass-roots 6thgeneration collaboration,Danielle Robinson-Heath,Young Adult,1996,4,2015-11-13,Reserved,True
9781016327039,Streamlined encompassing orchestration,Hayley Warner,Young Adult,1993,7,2015-12-13,Checked Out,True
9780696364273,Distributed upward-trending archive,Nicole May,Reference,2022,7,2018-05-26,Checked Out,True
9781367687967,Polarized stable function,Dr Vanessa Davis,Non-Fiction,1999,10,2017-08-23,Missing,True
9780013332794,Vision-oriented next generation support,Mr Anthony Burke,Non-Fiction,1987,8,2015-10-18,Reserved,True
9781199614940,Secured bandwidth-monitored moratorium,Mrs Natasha Hunter,Children,1953,3,2019-05-01,Missing,True
9781038495266,Assimilated intangible migration,Tracy Coates,Fiction,2014,4,2020-05-14,Damaged,True
9781141096619,Synergistic holistic pricing structure,Rosie Shaw,Reference,1994,6,2017-05-13,Available,True
9781890885069,Re-contextualized 24/7 core,Lindsey Shaw,Young Adult,1998,9,2018-01-04,Missing,True
9780120273027,Focused multi-tasking product,Dr Stanley Allen,Non-Fiction,2002,1,2019-02-02,Checked Out,True
9780920722305,Expanded dynamic hub,Martyn Hayes-Wilson,Reference,1966,6,2021-03-12,Missing,True
9780113997732,Quality-focused stable knowledgebase,Jason Williams,Young Adult,1954,9,2025-09-12,Damaged,True
9781823608420,De-engineered optimizing throughput,Dr Maria Webb,Young Adult,2008,7,2018-05-05,Missing,True
9781574306200,Multi-tiered multi-tasking architecture,Annette Davies-Watts,Children,2009,0,2022-02-22,Checked Out,True
9781202981137,Advanced well-modulated ability,Barry Smith,Reference,2022,6,2022-04-03,Checked Out,True
9781198117961,Fully-configurable content-based adapter,Leslie Turner,Young Adult,1978,7,2025-10-09,Damaged,True
9781044327193,Down-sized object-oriented open architecture,Paul Sanders,Reference,1973,7,2020-12-25,Available,True
9780616936245,Centralized multi-state support,Roger Robinson,Fiction,1957,7,2016-12-05,Checked Out,True
9780238137051,Polarized transitional secured line,Lisa Thomas-Jones,Children,1965,2,2025-01-21,Missing,True
9781594152580,Expanded multi-tasking hardware,Alexandra Henry,Reference,2003,2,2020-09-18,Checked Out,True
9780644668477,Customer-focused content-based concept,Dylan Howard,Fiction,2002,8,2024-10-19,Checked Out,True
9780915851188,Multi-layered multi-tasking artificial intelligence,Margaret Green,Children,1975,2,2019-08-16,Checked Out,True
9780535968280,Reverse-engineered 24/7 attitude,Dr Peter Powell,Non-Fiction,1980,0,2024-04-10,Checked Out,True
9781631676604,Digitized local attitude,Ms Kate Hill,Non-Fiction,1979,4,2022-02-10,Reserved,True
9781871819380,Focused fault-tolerant methodology,Ross Morris,Young Adult,1952,6,2019-04-07,Available,True
9780473080280,Down-sized bandwidth-monitored data-warehouse,Lindsey Ferguson,Young Adult,2022,4,2018-10-06,Checked Out,True
9781143044465,Re-contextualized maximized monitoring,Billy Doyle,Fiction,2001,9,2023-10-01,Reserved,True
9780490019768,Progressive uniform superstructure,Nathan Smith,Non-Fiction,1974,5,2019-05-19,Damaged,True
9781195113034,Assimilated leadingedge time-frame,Dr Deborah Jones,Reference,2000,5,2019-08-28,Checked Out,True
9781684648207,Right-sized multi-state matrix,Jasmine Gordon,Reference,1989,1,2021-01-06,Checked Out,True
9780869692349,Function-based eco-centric approach,Miss Beverley Sanders,Reference,1993,3,2025-01-09,Damaged,True
9781213963627,Assimilated tertiary paradigm,Yvonne Bailey,Fiction,1954,6,2022-05-24,Reserved,True
9781172319015,Organic analyzing standardization,Dr Phillip Scott,Children,2017,8,2021-01-20,Reserved,True
9780721858937,Monitored multimedia extranet,Toby Bentley-Roberts,Children,2018,7,2020-08-06,Reserved,True
9781126565642,Cross-platform systemic interface,Dr Georgina Burton,Non-Fiction,1963,1,2016-09-25,Missing,True
9780112070184,Team-oriented stable adapter,Leslie Johnson-Read,Reference,1951,4,2017-09-13,Checked Out,True
9781792625527,Monitored logistical instruction set,Melanie Day,Children,1994,4,2022-11-28,Checked Out,True
9780598480866,Cloned motivating Internet solution,Albert Marshall,Reference,1950,5,2020-12-12,Checked Out,True
9780434229970,Quality-focused holistic data-warehouse,Helen Marshall,Young Adult,2002,4,2015-10-26,Checked Out,True
9780989309042,Adaptive actuating encryption,Rhys Ward,Children,1992,0,2018-11-16,Damaged,True
9780405650253,Organized neutral matrix,Hazel Cox,Reference,2004,8,2023-10-17,Missing,True
9781902799049,Object-based content-based infrastructure,Joshua Hobbs,Young Adult,2019,6,2023-05-31,Available,True
9780864883629,Open-source optimizing instruction set,Chelsea Harrison,Non-Fiction,1955,3,2019-09-03,Missing,True
9781177529693,Triple-buffered exuding service-desk,Mr Leigh Cooper,Non-Fiction,1971,1,2016-10-10,Checked Out,True
9781881412458,Diverse leadingedge system engine,Dr Jack Evans,Fiction,2011,0,2023-09-17,Available,True
9781505624489,Configurable needs-based synergy,Dr Ross Lewis,Reference,1991,8,2021-09-13,Damaged,True
9780139193873,Centralized leadingedge focus group,Mr Kieran Hawkins,Young Adult,1976,9,2016-01-02,Missing,True
9781984382818,Integrated 3rdgeneration frame,Ms Denise Jones,Non-Fiction,2019,7,2020-02-28,Missing,True
9781723627330,Business-focused motivating protocol,Christopher Smith,Reference,2011,2,2018-12-20,Missing,True
9781684321094,Inverse explicit policy,Dr Jane Jones,Young Adult,1975,1,2023-10-22,Reserved,True
9780790991993,Stand-alone scalable projection,Dr Joe Williams,Non-Fiction,1989,9,2016-06-18,Reserved,True
9781110356256,Polarized system-worthy infrastructure,Janet George,Young Adult,1972,9,2025-09-27,Available,True
9780805795509,Assimilated analyzing task-force,Leanne Robertson-Ward,Young Adult,2023,6,2024-04-19,Reserved,True
9780057275620,Enterprise-wide 3rdgeneration complexity,Kimberley Newton,Children,1964,6,2021-06-19,Available,True
9780537013766,Total user-facing algorithm,Julian Gallagher,Non-Fiction,1974,2,2022-07-02,Missing,True
9780489323777,Multi-lateral intangible matrix,Stewart Bennett,Reference,2014,0,2025-02-20,Damaged,True
9781324148425,Operative solution-oriented open architecture,Conor Page,Fiction,1952,5,2023-01-24,Available,True
9781574658576,Reactive holistic infrastructure,Dr Justin Nicholson,Fiction,1972,8,2022-09-27,Damaged,True
9781279346822,Streamlined reciprocal secured line,Jeremy Green,Children,1993,10,2019-03-30,Available,True
9781351187787,Object-based disintermediate firmware,Joshua Robertson,Non-Fiction,1952,2,2021-05-19,Checked Out,True
9781747639715,Ameliorated content-based architecture,Max Williams,Fiction,1960,7,2023-07-18,Reserved,True
9781796068887,Synchronized homogeneous intranet,Patrick Elliott,Children,1996,4,2017-07-13,Available,True
9781057846223,Cloned impactful database,Yvonne Butcher-Hill,Young Adult,1985,8,2019-10-31,Damaged,True
9780531214138,Universal multi-state capacity,Mohammad Knight,Reference,1967,10,2024-03-14,Available,True
9781865146607,Customer-focused modular access,Dr Glen Smith,Fiction,1984,6,2019-12-07,Damaged,True
9780552264129,Fundamental human-resource hub,Ms Beth Slater,Non-Fiction,2009,5,2023-02-21,Available,True
9781873516836,Devolved 24hour contingency,Kate Edwards,Fiction,1995,2,2016-08-10,Damaged,True
9780021498000,Up-sized well-modulated monitoring,Melissa Simpson-Saunders,Reference,2007,4,2024-04-27,Reserved,True
9781734328233,Robust asymmetric core,Joyce Cole,Non-Fiction,1956,3,2016-06-12,Damaged,True
9781694983596,Profound secondary access,Barry Black,Fiction,2011,8,2020-12-10,Reserved,True
9780297584568,Digitized methodical benchmark,Neil Hall,Children,2019,3,2022-01-13,Checked Out,True
9781698459899,Up-sized 4thgeneration portal,Janice Matthews,Fiction,2023,5,2023-12-02,Missing,True
9781830626462,Up-sized full-range middleware,Lawrence Wright,Young Adult,1968,3,2020-10-12,Missing,True
9781463128425,Synergized 6thgeneration paradigm,Fiona Rogers,Non-Fiction,2000,8,2018-03-29,Available,True
9780122021510,Devolved secondary software,Edward Ferguson,Young Adult,1956,1,2019-08-14,Reserved,True
9780541652371,Advanced 24hour throughput,Eric Stephenson,Children,2007,9,2019-07-03,Checked Out,True
9780322607347,Virtual maximized migration,Gareth Smith-Pickering,Non-Fiction,1967,6,2025-05-03,Damaged,True
9781431032334,Quality-focused stable workforce,Miss Lesley Williams,Fiction,1984,10,2020-02-17,Missing,True
9780058582192,Optimized value-added focus group,Dr Josh Hunt,Children,2014,1,2019-12-24,Missing,True
9780431212555,Profit-focused motivating pricing structure,Nigel Newman,Young Adult,1950,1,2017-06-20,Reserved,True
9780781412575,Ameliorated stable installation,Matthew Murphy,Fiction,1963,9,2024-02-06,Damaged,True
9781454759713,Customer-focused discrete budgetary management,Dr Marian Lee,Young Adult,2011,10,2017-11-22,Checked Out,True
9780426459637,Re-engineered even-keeled interface,Gareth Hyde,Fiction,1966,5,2017-12-02,Available,True
9780903585873,Devolved homogeneous core,Colin Booth,Reference,1966,0,2020-07-08,Available,True
9780719264214,User-friendly 24hour conglomeration,Harriet Porter,Reference,1969,8,2023-12-04,Reserved,True
9781366497062,Streamlined regional functionalities,Owen Houghton,Non-Fiction,1980,3,2023-01-24,Checked Out,True
9781433562396,Managed zero tolerance algorithm,Deborah Ball,Reference,2007,0,2024-05-28,Reserved,True
9780000822208,Multi-channeled disintermediate capacity,Jake Thomas-Grant,Reference,1975,7,2021-07-17,Missing,True
9781089804666,Compatible local budgetary management,Mr Jordan Hussain,Children,2014,2,2024-06-01,Missing,True
9781759911731,Re-contextualized 6thgeneration utilization,Dr Georgia Howard,Fiction,1993,8,2019-10-24,Reserved,True
9781602731608,Front-line grid-enabled application,Beth Rogers,Children,1965,1,2024-06-27,Damaged,True
9781327052415,Switchable interactive portal,Dr Elliott Reid,Non-Fiction,2006,1,2020-02-05,Reserved,True
9781866764695,Decentralized even-keeled concept,Howard Rogers-Brown,Reference,1971,0,2025-02-16,Damaged,True
9780374378479,Upgradable bandwidth-monitored adapter,Dr Trevor Buckley,Children,2008,4,2017-07-26,Available,True
9780583376228,Expanded uniform encoding,Maria Thomas-Ward,Children,1973,4,2016-12-20,Missing,True
9781578661008,Automated 3rdgeneration hardware,Samuel Davis,Young Adult,1980,9,2017-01-03,Damaged,True
9780479393346,Profound static orchestration,Dawn George,Non-Fiction,1999,2,2019-09-25,Reserved,True
9780155580084,Polarized holistic methodology,Dr Bernard Mills,Reference,1960,8,2025-04-03,Missing,True
9780838237083,Grass-roots even-keeled extranet,Miss Julie Webb,Non-Fiction,1958,2,2017-10-06,Reserved,True
9780854184293,Face-to-face cohesive initiative,Bradley Scott-Price,Reference,2010,7,2016-06-10,Checked Out,True
9780370106533,Open-architected 6thgeneration hardware,Kim Jones-Akhtar,Young Adult,2009,7,2021-07-23,Checked Out,True
9780826277565,Vision-oriented upward-trending policy,Jay Flynn,Children,1988,3,2015-10-14,Reserved,True
9781186960951,Networked impactful attitude,Ashleigh Birch,Non-Fiction,1993,4,2021-07-22,Missing,True
9780758643582,Front-line 3rdgeneration paradigm,Shaun Wilson,Young Adult,2016,7,2017-10-07,Checked Out,True
9780149289696,Cross-platform multi-state software,Mrs Lydia Jones,Reference,1998,5,2022-04-02,Damaged,True
9780454964226,Assimilated intangible workforce,Mr Leslie Griffin,Fiction,1993,6,2021-01-26,Reserved,True
9780035808758,Open-architected responsive encryption,Donna Richards-Edwards,Non-Fiction,2016,10,2024-05-28,Available,True
9780488319276,Up-sized cohesive knowledge user,Dr Howard Gill,Non-Fiction,2023,0,2018-09-02,Checked Out,True
9780281816712,Pre-emptive local secured line,Elizabeth Bailey,Children,2018,10,2018-08-18,Available,True
9780736174572,Versatile empowering benchmark,Terry Osborne,Children,1966,4,2020-10-20,Damaged,True
9780000133021,Up-sized bottom-line focus group,Mr Scott Chadwick,Reference,2003,0,2016-07-31,Available,True
9780158192772,Digitized encompassing forecast,Josephine Parkin,Fiction,2022,4,2019-12-28,Available,True
9781618468918,Multi-layered system-worthy productivity,Nigel Martin,Reference,1958,6,2019-10-03,Reserved,True
9781470914875,User-centric system-worthy capability,Colin Harrison,Young Adult,1979,7,2021-11-15,Damaged,True
9780382656194,Phased national productivity,Dr Abdul Shah,Non-Fiction,1986,2,2017-02-20,Damaged,True
9781991699275,Organized systematic algorithm,Tony Barker,Young Adult,1967,2,2020-01-11,Reserved,True
9781748659774,Switchable foreground policy,Duncan Williams,Children,1969,0,2017-12-03,Checked Out,True
9780750682336,Vision-oriented methodical encoding,Mr Lawrence Smith,Young Adult,1979,0,2020-06-17,Missing,True
9780267886579,Business-focused local encryption,Abdul Franklin,Fiction,1984,10,2019-06-19,Available,True
9780521732130,Extended 24hour productivity,Dr Bethan Moore,Fiction,1992,2,2017-06-16,Damaged,True
9780295576930,Centralized multimedia model,Raymond Stephenson,Non-Fiction,1963,1,2022-08-15,Damaged,True
9780906231548,Face-to-face zero administration function,Dorothy Ferguson-Mason,Non-Fiction,1973,6,2018-11-20,Reserved,True
9780848671174,Versatile zero administration complexity,Irene Hill-Saunders,Fiction,1983,7,2021-08-22,Reserved,True
9781365094163,Digitized responsive standardization,Dr Julian Carpenter,Young Adult,2023,0,2015-11-22,Available,True
9780870132155,Object-based interactive knowledge user,Charlotte Davies,Fiction,2016,4,2021-12-24,Checked Out,True
9780710459992,Diverse transitional analyzer,Simon Walker,Reference,1978,3,2024-06-12,Reserved,True
9780213189600,Intuitive 5thgeneration core,Lorraine Griffiths-Bennett,Reference,2017,4,2016-09-06,Damaged,True
9781174146558,Innovative fresh-thinking artificial intelligence,Mr Harry Taylor,Children,1970,2,2025-02-13,Missing,True
9781916491564,Open-architected content-based algorithm,Nigel Palmer-Barnes,Reference,1981,10,2019-11-27,Reserved,True
9781500744359,Enhanced foreground projection,Charlotte Robinson,Reference,2003,10,2016-08-29,Damaged,True
9780647066966,Self-enabling zero-defect service-desk,Norman O'Sullivan,Young Adult,2011,1,2016-10-09,Reserved,True
9781145244863,Grass-roots zero administration paradigm,Amelia Perry,Non-Fiction,1952,2,2017-12-11,Checked Out,True
9780435184063,Expanded radical collaboration,Scott Todd,Young Adult,1970,4,2019-10-28,Damaged,True
9780271004990,Customer-focused context-sensitive interface,Dr Terence Morgan,Non-Fiction,2001,5,2018-06-09,Available,True
9780981920504,Robust bandwidth-monitored info-mediaries,Mr Trevor Sullivan,Fiction,1975,2,2023-02-17,Missing,True
9780625932863,Multi-lateral mobile synergy,Mr William Robinson,Reference,1952,9,2024-05-30,Available,True
9781912830060,Enhanced disintermediate task-force,William Lewis,Fiction,2005,4,2024-11-24,Damaged,True
9781516791774,Open-architected bottom-line software,Mitchell Williams-Hughes,Young Adult,1958,10,2023-11-18,Reserved,True
9781292335919,Fully-configurable upward-trending database,Ms Patricia Howe,Children,1968,7,2018-04-04,Missing,True
9780872450400,Re-engineered eco-centric benchmark,Rosemary King-Green,Young Adult,1981,5,2024-02-10,Reserved,True
9780182446827,Cross-platform impactful core,Ms Abbie Jones,Children,1956,4,2017-11-26,Checked Out,True
9781732232242,Diverse intermediate customer loyalty,Ricky Wood,Non-Fiction,1965,6,2019-09-17,Missing,True
9780541452872,Quality-focused even-keeled matrices,Mrs Olivia Smith,Young Adult,1968,0,2018-08-12,Damaged,True
9781643441054,Persevering optimizing framework,Andrew Cooper,Young Adult,1996,4,2019-01-01,Missing,True
9780293244480,Versatile discrete focus group,Christian Iqbal-Watson,Non-Fiction,1975,4,2019-06-23,Checked Out,True
9781754728150,Synchronized local algorithm,Dr Louise Ward,Reference,2001,9,2022-12-01,Available,True
9781220437715,Fundamental reciprocal forecast,Frank O'Brien,Children,1990,3,2020-12-18,Missing,True
9781152830561,Reactive client-driven superstructure,Heather Davis,Non-Fiction,1994,2,2020-11-14,Missing,True
9781809882202,Reduced clear-thinking help-desk,Aimee Clark,Young Adult,2021,3,2022-04-02,Reserved,True
9780354791304,Upgradable cohesive matrix,Mr Billy Baker,Young Adult,1975,3,2021-08-02,Missing,True
9781100227986,Devolved high-level Local Area Network,Mitchell Finch,Fiction,1978,3,2024-10-14,Available,True
9781943260324,Down-sized exuding application,Paul Davis,Young Adult,1979,4,2020-06-17,Reserved,True
